date,index,fluc,individual,foreigner,institution,financial investment,insurance,investment trust,other financial,bank,national?pension,private equity fund,nation,other corp
2013-11-06,2013.67 ,-0.0001 ,1128 ,-102 ,-1065 ,-707 ,-42 ,-440 ,16 ,-106 ,492 ,-437 ,160 ,51 
2013-11-05,2013.93 ,-0.0056 ,1992 ,-387 ,-1514 ,-1596 ,38 ,-128 ,-61 ,-23 ,85 ,67 ,103 ,-86 
2013-11-04,2025.17 ,-0.0070 ,1520 ,-1803 ,348 ,-1058 ,334 ,-446 ,32 ,-48 ,1483 ,105 ,-53 ,-64 
2013-11-01,2039.42 ,0.0046 ,-889 ,1728 ,-775 ,-619 ,32 ,-508 ,-16 ,-93 ,139 ,201 ,89 ,-62 
2013-10-31,2030.09 ,-0.0143 ,2405 ,-273 ,-2288 ,-94 ,-731 ,-1201 ,18 ,-26 ,496 ,-661 ,-89 ,129 
2013-10-30,2059.58 ,0.0038 ,-820 ,1494 ,-672 ,-337 ,572 ,-499 ,-62 ,-22 ,67 ,2 ,-393 ,19 
2013-10-29,2051.76 ,0.0018 ,-334 ,1245 ,-910 ,552 ,10 ,-1391 ,34 ,-182 ,320 ,-279 ,26 ,11 
2013-10-28,2048.14 ,0.0068 ,-1059 ,1174 ,-316 ,256 ,-62 ,-877 ,57 ,79 ,92 ,169 ,-29 ,212 
2013-10-25,2034.39 ,-0.0060 ,1775 ,123 ,-1799 ,-262 ,-139 ,-1375 ,-5 ,61 ,269 ,-315 ,-34 ,-93 
2013-10-24,2046.69 ,0.0054 ,237 ,1175 ,-1490 ,172 ,-199 ,-1381 ,-32 ,-42 ,84 ,-65 ,-27 ,56 
2013-10-23,2035.75 ,-0.0099 ,1279 ,5920 ,-7178 ,-11 ,-66 ,-1973 ,-28 ,-4304 ,381 ,-1114 ,-65 ,-23 
2013-10-22,2056.12 ,0.0015 ,-1314 ,1561 ,-67 ,1469 ,-621 ,-1295 ,66 ,-274 ,746 ,-225 ,69 ,-156 
2013-10-21,2053.01 ,0.0003 ,147 ,1942 ,-2020 ,-323 ,2 ,-1499 ,4 ,-79 ,23 ,-100 ,-48 ,-49 
2013-10-18,2052.40 ,0.0058 ,-1276 ,3058 ,-1627 ,406 ,258 ,-1996 ,-11 ,-142 ,-204 ,61 ,2 ,-165 
2013-10-17,2040.61 ,0.0029 ,-318 ,2932 ,-2327 ,-270 ,131 ,-1906 ,-62 ,-186 ,12 ,-193 ,148 ,-265 
2013-10-16,2034.61 ,-0.0031 ,-403 ,2081 ,-1381 ,78 ,515 ,-1410 ,26 ,106 ,324 ,-239 ,-780 ,-226 
2013-10-15,2040.96 ,0.0102 ,-1843 ,3233 ,-692 ,146 ,508 ,-815 ,7 ,-53 ,-353 ,335 ,-467 ,-683 
2013-10-14,2020.27 ,-0.0023 ,570 ,1966 ,-2439 ,257 ,45 ,-2539 ,82 ,29 ,-10 ,-270 ,-32 ,-87 
2013-10-11,2024.90 ,0.0117 ,-2750 ,2841 ,1295 ,326 ,404 ,-513 ,-88 ,6 ,857 ,360 ,-55 ,-1347 
2013-10-10,2001.40 ,-0.0007 ,1586 ,1612 ,-3106 ,-1824 ,-333 ,-909 ,11 ,-2 ,118 ,-51 ,-117 ,-94 
2013-10-08,2002.76 ,0.0042 ,270 ,4412 ,-4309 ,-621 ,415 ,-319 ,-1604 ,17 ,604 ,151 ,-2952 ,-382 
2013-10-07,1994.42 ,-0.0013 ,-449 ,2246 ,-1630 ,-623 ,-74 ,-612 ,31 ,-152 ,186 ,-363 ,-23 ,-179 
2013-10-04,1996.98 ,-0.0012 ,-1522 ,4220 ,-2475 ,-1405 ,17 ,-1125 ,5 ,-34 ,265 ,-269 ,71 ,-214 
2013-10-02,1999.47 ,0.0003 ,210 ,2267 ,-2267 ,-405 ,73 ,-1514 ,79 ,84 ,-13 ,-576 ,6 ,-185 
2013-10-01,1998.87 ,0.0010 ,-1480 ,1875 ,-274 ,179 ,159 ,-417 ,25 ,105 ,-48 ,-316 ,40 ,-116 
2013-09-30,1996.96 ,-0.0074 ,37 ,1120 ,-855 ,-14 ,-188 ,-747 ,-40 ,-91 ,553 ,-348 ,20 ,-325 
2013-09-27,2011.80 ,0.0022 ,-936 ,2243 ,-1257 ,153 ,49 ,-739 ,39 ,-598 ,284 ,142 ,-587 ,-34 
2013-09-26,2007.32 ,0.0046 ,-1171 ,2104 ,-967 ,218 ,-73 ,-1419 ,-7 ,-122 ,266 ,77 ,94 ,36 
2013-09-25,1998.06 ,-0.0045 ,1168 ,2405 ,-3304 ,0 ,104 ,-2384 ,-110 ,-1262 ,499 ,-156 ,5 ,-254 
2013-09-24,2007.10 ,-0.0011 ,442 ,778 ,-1034 ,-503 ,-159 ,-1139 ,-69 ,-388 ,1590 ,-509 ,142 ,-154 
2013-09-23,2009.41 ,0.0019 ,-441 ,3127 ,-2700 ,-555 ,-967 ,-1015 ,-11 ,-223 ,348 ,-252 ,-25 ,0 
2013-09-17,2005.58 ,-0.0039 ,-783 ,3909 ,-3200 ,-772 ,-170 ,-1982 ,-235 ,-269 ,535 ,-314 ,7 ,71 
2013-09-16,2013.37 ,0.0096 ,-2863 ,5098 ,-2043 ,188 ,-195 ,-2390 ,-232 ,-276 ,914 ,-109 ,58 ,-175 
2013-09-13,1994.32 ,-0.0049 ,-123 ,4126 ,-3738 ,872 ,-466 ,-3882 ,-42 ,-233 ,615 ,-613 ,11 ,-259 
2013-09-12,2004.06 ,0.0001 ,-3554 ,14309 ,-10314 ,1491 ,368 ,-3947 ,-87 ,-8343 ,642 ,-507 ,70 ,-411 
2013-09-11,2003.85 ,0.0049 ,-3443 ,6949 ,-3333 ,-540 ,243 ,-2954 ,-117 ,-474 ,792 ,-326 ,41 ,-121 
2013-09-10,1994.06 ,0.0098 ,-4508 ,8621 ,-3039 ,-317 ,615 ,-2861 ,-145 ,-328 ,333 ,-368 ,33 ,-274 
2013-09-09,1974.67 ,0.0099 ,-4136 ,5677 ,-1220 ,-373 ,1017 ,-2057 ,-11 ,-459 ,668 ,-39 ,34 ,-281 
2013-09-06,1955.31 ,0.0019 ,-2383 ,5008 ,-2290 ,-289 ,-250 ,-1424 ,-13 ,-791 ,752 ,-309 ,35 ,-318 
2013-09-05,1951.65 ,0.0096 ,-3752 ,5165 ,-1136 ,-573 ,-502 ,-621 ,-34 ,-80 ,511 ,103 ,61 ,-252 
2013-09-04,1933.03 ,-0.0004 ,-771 ,2604 ,1287 ,312 ,56 ,80 ,-42 ,-95 ,918 ,-23 ,82 ,-3107 
2013-09-03,1933.74 ,0.0046 ,-2895 ,2302 ,465 ,-99 ,407 ,-643 ,-50 ,-181 ,855 ,8 ,169 ,-88 
2013-09-02,1924.81 ,-0.0008 ,-1291 ,815 ,432 ,-40 ,613 ,-500 ,-64 ,14 ,415 ,-54 ,48 ,50 
2013-08-30,1926.36 ,0.0099 ,-4386 ,5093 ,-549 ,-633 ,82 ,45 ,10 ,-294 ,302 ,-72 ,12 ,-118 
2013-08-29,1907.54 ,0.0122 ,-5147 ,4670 ,620 ,-78 ,458 ,1255 ,-35 ,-31 ,-577 ,-479 ,107 ,-100 
2013-08-28,1884.52 ,-0.0007 ,-1897 ,1336 ,737 ,-250 ,-86 ,12 ,20 ,-1 ,949 ,-45 ,138 ,-172 
2013-08-27,1885.84 ,-0.0011 ,-1708 ,1106 ,561 ,-425 ,83 ,-122 ,15 ,-43 ,1157 ,-160 ,56 ,36 
2013-08-26,1887.86 ,0.0095 ,-2008 ,1864 ,387 ,-282 ,77 ,188 ,22 ,-30 ,99 ,332 ,-17 ,-218 
2013-08-23,1870.16 ,0.0114 ,-543 ,1200 ,-572 ,-1643 ,267 ,503 ,26 ,-180 ,447 ,158 ,-149 ,-63 
2013-08-22,1849.12 ,-0.0098 ,465 ,-963 ,513 ,-550 ,132 ,385 ,8 ,-78 ,595 ,-7 ,29 ,-18 
2013-08-21,1867.46 ,-0.0108 ,709 ,-1396 ,817 ,301 ,-136 ,130 ,-38 ,-62 ,581 ,67 ,-25 ,-122 
2013-08-20,1887.85 ,-0.0155 ,29 ,2993 ,-2971 ,-345 ,-642 ,-1718 ,-42 ,-119 ,158 ,-171 ,-94 ,-58 
2013-08-19,1917.64 ,-0.0013 ,659 ,1275 ,-1966 ,-378 ,-164 ,-739 ,23 ,-1035 ,383 ,-57 ,2 ,19 
2013-08-16,1920.11 ,-0.0020 ,-1945 ,2200 ,-92 ,-140 ,-57 ,-229 ,-9 ,-67 ,411 ,9 ,-10 ,-140 
2013-08-14,1923.91 ,0.0057 ,-3234 ,3581 ,-309 ,-558 ,-339 ,-115 ,29 ,-156 ,489 ,309 ,32 ,15 
2013-08-13,1913.03 ,0.0150 ,-3110 ,1738 ,1416 ,-139 ,105 ,424 ,-24 ,-89 ,948 ,176 ,16 ,41 
2013-08-12,1884.83 ,0.0022 ,-407 ,-586 ,961 ,-395 ,170 ,594 ,-2 ,-201 ,691 ,54 ,49 ,47 
2013-08-09,1880.71 ,-0.0017 ,462 ,-446 ,-42 ,-313 ,78 ,-463 ,-34 ,4 ,677 ,35 ,-27 ,88 
2013-08-08,1883.97 ,0.0030 ,363 ,-1629 ,1207 ,-35 ,-70 ,547 ,24 ,-93 ,668 ,139 ,25 ,86 
2013-08-07,1878.33 ,-0.0148 ,2047 ,-1260 ,-706 ,355 ,-247 ,-948 ,-23 ,-39 ,361 ,-72 ,-94 ,-42 
2013-08-06,1906.62 ,-0.0050 ,467 ,-1524 ,1069 ,-375 ,-189 ,312 ,-37 ,-226 ,1682 ,-93 ,-4 ,-14 
2013-08-05,1916.22 ,-0.0037 ,35 ,909 ,-934 ,452 ,-127 ,-584 ,-30 ,-223 ,-14 ,-425 ,15 ,19 
2013-08-02,1923.38 ,0.0014 ,-507 ,875 ,-250 ,-677 ,293 ,-90 ,-18 ,-262 ,421 ,76 ,6 ,-22 
2013-08-01,1920.74 ,0.0035 ,-524 ,634 ,-112 ,-787 ,317 ,97 ,7 ,-145 ,254 ,151 ,-6 ,15 
2013-07-31,1914.03 ,-0.0016 ,-1112 ,120 ,1026 ,-134 ,-138 ,99 ,-11 ,-162 ,1077 ,201 ,93 ,-35 
2013-07-30,1917.05 ,0.0090 ,-3149 ,985 ,2375 ,392 ,499 ,704 ,-13 ,-341 ,660 ,180 ,293 ,-187 
2013-07-29,1899.89 ,-0.0057 ,529 ,805 ,-1366 ,887 ,-327 ,-2195 ,-6 ,-292 ,1075 ,-443 ,-67 ,22 
2013-07-26,1910.81 ,0.0006 ,-969 ,2100 ,-1112 ,-62 ,11 ,-719 ,8 ,-6 ,80 ,-357 ,-66 ,-1 
2013-07-25,1909.61 ,-0.0013 ,-786 ,1583 ,-733 ,-400 ,-399 ,-853 ,-42 ,-86 ,1047 ,0 ,-1 ,-72 
2013-07-24,1912.08 ,0.0042 ,-2023 ,1888 ,178 ,-329 ,31 ,223 ,7 ,-204 ,333 ,100 ,17 ,-43 
2013-07-23,1904.15 ,0.0127 ,-3322 ,3208 ,305 ,-174 ,-216 ,-387 ,22 ,-339 ,1147 ,201 ,50 ,-104 
2013-07-22,1880.35 ,0.0048 ,-1516 ,220 ,1439 ,-30 ,334 ,528 ,-6 ,-490 ,768 ,290 ,45 ,-144 
2013-07-19,1871.41 ,-0.0022 ,242 ,-1095 ,700 ,-45 ,1 ,128 ,15 ,29 ,687 ,-120 ,5 ,129 
2013-07-18,1875.48 ,-0.0064 ,1152 ,-1093 ,-44 ,-438 ,52 ,-1023 ,1 ,-88 ,1406 ,15 ,31 ,-20 
2013-07-17,1887.49 ,0.0113 ,-3572 ,1339 ,2299 ,71 ,244 ,328 ,-7 ,-243 ,1522 ,209 ,175 ,-40 
2013-07-16,1866.36 ,-0.0047 ,694 ,304 ,-1031 ,-47 ,-52 ,-804 ,-4 ,-135 ,-16 ,47 ,-21 ,21 
2013-07-15,1875.16 ,0.0028 ,-628 ,1118 ,-392 ,-165 ,21 ,-69 ,-28 ,-120 ,-337 ,289 ,18 ,-99 
2013-07-12,1869.98 ,-0.0041 ,57 ,1430 ,-1498 ,237 ,-225 ,-1298 ,-14 ,-141 ,61 ,-70 ,-48 ,34 
2013-07-11,1877.60 ,0.0293 ,-5736 ,2920 ,2835 ,875 ,1079 ,168 ,18 ,-199 ,351 ,192 ,351 ,1 
2013-07-10,1824.16 ,-0.0034 ,397 ,-385 ,39 ,163 ,81 ,-356 ,-34 ,-138 ,367 ,-33 ,-11 ,-55 
2013-07-09,1830.35 ,0.0074 ,-553 ,-887 ,1401 ,121 ,514 ,76 ,-15 ,-95 ,424 ,205 ,171 ,37 
2013-07-08,1816.85 ,-0.0090 ,317 ,-1894 ,1545 ,715 ,287 ,377 ,-5 ,-176 ,289 ,-117 ,174 ,51 
2013-07-05,1833.31 ,-0.0032 ,2424 ,-1471 ,-1026 ,207 ,-110 ,-480 ,12 ,-70 ,-382 ,-224 ,22 ,39 
2013-07-04,1839.14 ,0.0079 ,15 ,-781 ,771 ,249 ,138 ,-57 ,29 ,-87 ,187 ,353 ,-41 ,-20 
2013-07-03,1824.66 ,-0.0164 ,2706 ,-2353 ,-336 ,-187 ,-323 ,-56 ,2 ,-50 ,656 ,-293 ,-85 ,-32 
2013-07-02,1855.02 ,-0.0004 ,-607 ,483 ,198 ,778 ,-292 ,-27 ,39 ,34 ,54 ,-367 ,-22 ,-54 
2013-07-01,1855.73 ,-0.0041 ,713 ,-445 ,-655 ,-490 ,-590 ,-202 ,-23 ,16 ,572 ,72 ,-9 ,388 
2013-06-28,1863.32 ,0.0156 ,-3585 ,4917 ,-1249 ,-678 ,-700 ,353 ,-483 ,-219 ,461 ,-64 ,82 ,-74 
2013-06-27,1834.70 ,0.0287 ,-579 ,1131 ,-699 ,-934 ,-916 ,360 ,41 ,-80 ,661 ,256 ,-88 ,131 
2013-06-26,1783.45 ,0.0016 ,1973 ,-2145 ,213 ,179 ,-966 ,445 ,-47 ,-258 ,437 ,393 ,32 ,-66 
2013-06-25,1780.63 ,-0.0102 ,-952 ,-1342 ,2125 ,1042 ,81 ,728 ,-43 ,-464 ,386 ,241 ,153 ,177 
2013-06-24,1799.01 ,-0.0131 ,1461 ,-2446 ,939 ,230 ,-202 ,674 ,39 ,-170 ,274 ,116 ,-23 ,31 
2013-06-21,1822.83 ,-0.0149 ,1033 ,-8009 ,7008 ,1146 ,245 ,3366 ,-71 ,149 ,1219 ,566 ,389 ,-32 
2013-06-20,1850.49 ,-0.0200 ,2259 ,-4574 ,2328 ,428 ,18 ,1382 ,-89 ,42 ,752 ,-420 ,215 ,-25 
2013-06-19,1888.31 ,-0.0065 ,1203 ,-1253 ,80 ,-152 ,-297 ,675 ,55 ,-124 ,212 ,-277 ,-12 ,-29 
2013-06-18,1900.62 ,0.0093 ,-462 ,-1505 ,1946 ,-230 ,418 ,876 ,47 ,74 ,228 ,229 ,305 ,22 
2013-06-17,1883.10 ,-0.0032 ,-623 ,-619 ,1259 ,493 ,139 ,674 ,27 ,117 ,-249 ,124 ,-66 ,-18 
2013-06-14,1889.24 ,0.0035 ,-85 ,-3732 ,3727 ,463 ,430 ,2106 ,28 ,75 ,105 ,547 ,-27 ,64 
2013-06-13,1882.73 ,-0.0142 ,4473 ,-9551 ,4873 ,749 ,222 ,2256 ,136 ,300 ,503 ,465 ,244 ,190 
2013-06-12,1909.91 ,-0.0056 ,1898 ,-4203 ,2260 ,555 ,215 ,1030 ,46 ,147 ,73 ,231 ,-35 ,31 
2013-06-11,1920.68 ,-0.0062 ,3230 ,-5743 ,2477 ,355 ,-83 ,1941 ,183 ,-43 ,-65 ,181 ,8 ,-3 
2013-06-10,1932.70 ,0.0046 ,1996 ,-3278 ,1228 ,-279 ,236 ,1121 ,-2 ,-79 ,16 ,86 ,130 ,24 
2013-06-07,1923.85 ,-0.0180 ,5617 ,-9319 ,3481 ,1133 ,856 ,1524 ,13 ,-26 ,632 ,-593 ,-58 ,186 
2013-06-05,1959.19 ,-0.0152 ,728 ,294 ,-893 ,-123 ,106 ,-710 ,-36 ,36 ,341 ,-512 ,5 ,-131 
2013-06-04,1989.51 ,0.0000 ,-437 ,1275 ,-867 ,-515 ,151 ,-593 ,-5 ,-65 ,386 ,-241 ,15 ,22 
2013-06-03,1989.57 ,-0.0057 ,663 ,-97 ,-556 ,130 ,227 ,-1566 ,19 ,6 ,577 ,66 ,-14 ,-27 
2013-05-31,2001.05 ,0.0005 ,-2067 ,1874 ,183 ,-25 ,33 ,-353 ,10 ,61 ,565 ,-57 ,-51 ,17 
2013-05-30,2000.10 ,-0.0005 ,-2235 ,3931 ,-1579 ,-291 ,806 ,-504 ,-2213 ,-65 ,615 ,-137 ,209 ,-98 
2013-05-29,2001.20 ,0.0075 ,-2896 ,3918 ,-665 ,-203 ,-30 ,-796 ,19 ,12 ,130 ,111 ,91 ,-302 
2013-05-28,1986.22 ,0.0032 ,-400 ,-556 ,993 ,187 ,-81 ,399 ,-41 ,-74 ,817 ,-181 ,-33 ,-37 
2013-05-27,1979.97 ,0.0033 ,-1399 ,466 ,992 ,-90 ,-54 ,162 ,-15 ,-2 ,996 ,-35 ,31 ,-33 
2013-05-24,1973.45 ,0.0022 ,823 ,-877 ,61 ,-267 ,107 ,62 ,-60 ,54 ,154 ,87 ,-78 ,-31 
2013-05-23,1969.19 ,-0.0124 ,2056 ,-67 ,-1980 ,-383 ,5 ,-1493 ,-34 ,-108 ,460 ,-399 ,-27 ,-23 
2013-05-22,1993.83 ,0.0064 ,-2310 ,1302 ,1146 ,41 ,306 ,78 ,14 ,-88 ,847 ,-49 ,-3 ,-133 
2013-05-21,1981.09 ,-0.0007 ,104 ,668 ,-700 ,302 ,-156 ,-591 ,-11 ,51 ,-145 ,-111 ,-38 ,-47 
2013-05-20,1982.43 ,-0.0022 ,560 ,942 ,-1405 ,-1273 ,108 ,-573 ,-5 ,-33 ,367 ,-35 ,39 ,-57 
2013-05-16,1986.81 ,0.0079 ,-4650 ,3069 ,1687 ,77 ,701 ,-78 ,22 ,-66 ,543 ,390 ,98 ,-84 
2013-05-15,1971.26 ,0.0012 ,-450 ,-395 ,892 ,-543 ,301 ,212 ,-7 ,-27 ,643 ,183 ,128 ,-50 
2013-05-14,1968.83 ,0.0103 ,-2926 ,1621 ,1236 ,-184 ,214 ,325 ,-24 ,-161 ,709 ,373 ,-16 ,79 
2013-05-13,1948.70 ,0.0020 ,571 ,-894 ,432 ,-569 ,102 ,390 ,3 ,-113 ,639 ,42 ,-62 ,-120 
2013-05-10,1944.75 ,-0.0175 ,4145 ,-1598 ,-2560 ,114 ,-425 ,-1187 ,-3 ,-112 ,71 ,-906 ,-112 ,4 
2013-05-09,1979.45 ,0.0118 ,-3218 ,1417 ,1825 ,-439 ,371 ,906 ,28 ,-172 ,636 ,292 ,203 ,-10 
2013-05-08,1956.45 ,0.0011 ,1827 ,-2681 ,1264 ,332 ,137 ,22 ,-3 ,24 ,623 ,93 ,37 ,-416 
2013-05-07,1954.35 ,-0.0036 ,1546 ,-2514 ,1072 ,561 ,276 ,-114 ,6 ,-8 ,174 ,192 ,-14 ,-118 
2013-05-06,1961.48 ,-0.0022 ,1005 ,-591 ,-272 ,-236 ,300 ,-137 ,-39 ,-51 ,-1 ,-151 ,43 ,-144 
2013-05-03,1965.71 ,0.0043 ,-965 ,-355 ,1411 ,-127 ,354 ,403 ,-22 ,47 ,584 ,81 ,92 ,-70 
2013-05-02,1957.21 ,-0.0034 ,1383 ,-896 ,-331 ,-372 ,43 ,-259 ,-30 ,11 ,199 ,54 ,23 ,-181 
2013-04-30,1963.95 ,0.0120 ,-3567 ,335 ,4034 ,-8 ,1466 ,1452 ,2 ,222 ,295 ,277 ,328 ,-781 
2013-04-29,1940.70 ,-0.0020 ,145 ,-1788 ,1568 ,706 ,504 ,186 ,34 ,72 ,5 ,-26 ,88 ,73 
2013-04-26,1944.56 ,-0.0036 ,417 ,-1250 ,857 ,113 ,175 ,438 ,8 ,27 ,-176 ,192 ,80 ,-27 
2013-04-25,1951.60 ,0.0084 ,-1500 ,497 ,855 ,-278 ,396 ,732 ,-1292 ,33 ,783 ,299 ,182 ,135 
2013-04-24,1935.31 ,0.0087 ,-1384 ,-201 ,1352 ,194 ,293 ,718 ,16 ,2 ,4 ,81 ,45 ,245 
2013-04-23,1918.63 ,-0.0040 ,562 ,-1174 ,369 ,304 ,-39 ,201 ,-14 ,16 ,-57 ,-15 ,-27 ,249 
2013-04-22,1926.31 ,0.0103 ,-127 ,-99 ,201 ,-93 ,106 ,-66 ,-19 ,-140 ,168 ,230 ,14 ,14 
2013-04-19,1906.75 ,0.0035 ,765 ,-2348 ,1571 ,439 ,437 ,231 ,27 ,-222 ,461 ,88 ,111 ,3 
2013-04-18,1900.06 ,-0.0124 ,2630 ,-2352 ,-373 ,111 ,-346 ,-964 ,14 ,12 ,45 ,-127 ,882 ,98 
2013-04-17,1923.84 ,0.0008 ,1059 ,-2067 ,1103 ,-751 ,-147 ,921 ,126 ,47 ,366 ,520 ,21 ,-84 
2013-04-16,1922.21 ,0.0009 ,1299 ,-2410 ,1072 ,56 ,-423 ,611 ,-1 ,12 ,664 ,37 ,116 ,36 
2013-04-15,1920.45 ,-0.0020 ,1780 ,-1179 ,-632 ,406 ,-171 ,-330 ,-33 ,-214 ,-607 ,126 ,191 ,29 
2013-04-12,1924.23 ,-0.0131 ,2958 ,-414 ,-2355 ,185 ,-512 ,-1169 ,-48 ,166 ,-898 ,-410 ,331 ,-186 
2013-04-11,1949.80 ,0.0073 ,-127 ,2620 ,-2179 ,-77 ,-425 ,-773 ,11 ,-12 ,-638 ,-310 ,45 ,-309 
2013-04-10,1935.58 ,0.0077 ,-114 ,520 ,-426 ,-880 ,152 ,-27 ,22 ,-23 ,331 ,-77 ,76 ,28 
2013-04-09,1920.74 ,0.0011 ,-1123 ,-787 ,1997 ,1674 ,11 ,-18 ,60 ,-128 ,61 ,218 ,119 ,-94 
2013-04-08,1918.69 ,-0.0044 ,444 ,-3668 ,3535 ,872 ,318 ,896 ,66 ,147 ,733 ,256 ,248 ,-311 
2013-04-05,1927.23 ,-0.0164 ,2888 ,-6808 ,3860 ,1924 ,-1180 ,1367 ,37 ,370 ,518 ,169 ,653 ,54 
2013-04-04,1959.45 ,-0.0120 ,-278 ,-4696 ,4924 ,777 ,751 ,725 ,45 ,206 ,1604 ,102 ,714 ,34 
2013-04-03,1983.22 ,-0.0015 ,-46 ,-2185 ,2303 ,60 ,111 ,235 ,0 ,117 ,1024 ,357 ,399 ,-67 
2013-04-02,1986.15 ,-0.0049 ,1333 ,345 ,-1631 ,501 ,24 ,-1162 ,-15 ,-63 ,-551 ,-102 ,-265 ,-29 
2013-04-01,1995.99 ,-0.0044 ,553 ,-589 ,36 ,192 ,127 ,-332 ,-38 ,12 ,-16 ,70 ,22 ,-17 
2013-03-29,2004.89 ,0.0057 ,-2811 ,1356 ,1596 ,-41 ,-115 ,607 ,10 ,-50 ,747 ,298 ,139 ,-137 
2013-03-28,1993.52 ,0.0000 ,-341 ,-1519 ,1935 ,541 ,171 ,-293 ,-6 ,37 ,141 ,225 ,1120 ,-84 
2013-03-27,1993.44 ,0.0049 ,-1533 ,-2124 ,3650 ,889 ,939 ,798 ,-12 ,-584 ,1074 ,258 ,288 ,14 
2013-03-26,1983.70 ,0.0030 ,-858 ,-346 ,1036 ,-433 ,-201 ,-512 ,-11 ,38 ,1666 ,444 ,44 ,168 
2013-03-25,1977.67 ,0.0149 ,-627 ,-910 ,1598 ,298 ,-90 ,270 ,-27 ,-42 ,505 ,322 ,363 ,-42 
2013-03-22,1948.71 ,-0.0011 ,1181 ,-3317 ,2169 ,-93 ,-341 ,611 ,104 ,153 ,126 ,315 ,1294 ,-48 
2013-03-21,1950.82 ,-0.0044 ,2541 ,-2713 ,150 ,-277 ,-270 ,390 ,29 ,-85 ,576 ,-246 ,32 ,1 
2013-03-20,1959.41 ,-0.0097 ,2740 ,-3745 ,941 ,41 ,83 ,-459 ,21 ,119 ,768 ,-238 ,607 ,63 
2013-03-19,1978.56 ,0.0053 ,653 ,-1810 ,936 ,573 ,194 ,332 ,6 ,-107 ,-92 ,-98 ,128 ,239 
2013-03-18,1968.18 ,-0.0092 ,2042 ,-3573 ,1501 ,1115 ,350 ,-297 ,44 ,1 ,-45 ,2 ,330 ,27 
2013-03-15,1986.50 ,-0.0078 ,3157 ,-5760 ,2443 ,-166 ,713 ,313 ,64 ,-56 ,706 ,302 ,567 ,97 
2013-03-14,2002.13 ,0.0012 ,2551 ,-2199 ,-429 ,-1419 ,33 ,253 ,-1 ,177 ,551 ,9 ,-32 ,47 
2013-03-13,1999.73 ,0.0032 ,665 ,57 ,-691 ,-510 ,-309 ,-622 ,2 ,189 ,525 ,17 ,18 ,-53 
2013-03-12,1993.34 ,-0.0050 ,1233 ,-900 ,-357 ,360 ,-192 ,-1352 ,6 ,263 ,256 ,15 ,287 ,32 
2013-03-11,2003.35 ,-0.0013 ,-1648 ,-2072 ,3778 ,492 ,-56 ,181 ,30 ,220 ,174 ,254 ,2485 ,-50 
